trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_admc_rc1,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_impossible_question,task_admc_rp,task_leapfrog,task_shipley_vocab,task_shipley_abstraction,task_time_series,task_admc_a2,task_graph_literacy,task_bayesian_update_easy,task_bayesian_update_hard,task_coherence_forecasting,custom_timer_ended_trial,interval_id,stimulus,slider_start,response,slider_moved,admc_id,admc_response,pt_trial,block,trial,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,response_choice,response_slider,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,moved_sliders,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,question_order,shipley_vocabulary_score,shipley_abstraction_score,y_axis_values,chart_height,func,direction,noise_condition,datapoints,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,cfs_id,cfs_response
html-keyboard-response,540,2129892,0.0-17.0-5.0-4.0-0.1,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,1292.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowleft,,,,True,2.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,120.0,110.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,541,2130894,0.0-17.0-5.0-4.0-1.1,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>110</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,542,2132124,0.0-17.0-5.0-4.0-0.2,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,1229.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowleft,,,,True,2.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,120.0,110.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,543,2133127,0.0-17.0-5.0-4.0-1.2,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>110</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,544,2133596,0.0-17.0-5.0-4.0-0.3,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,469.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,True,2.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,120.0,120.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,545,2134602,0.0-17.0-5.0-4.0-1.3,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>120</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,546,2135420,0.0-17.0-5.0-4.0-0.4,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,818.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,True,2.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,120.0,120.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,547,2136426,0.0-17.0-5.0-4.0-1.4,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>120</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,548,2137020,0.0-17.0-5.0-4.0-0.5,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,595.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,True,2.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,120.0,120.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,549,2138022,0.0-17.0-5.0-4.0-1.5,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>120</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,550,2138652,0.0-17.0-5.0-4.0-0.6,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,630.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowleft,,,,True,2.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,120.0,110.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,551,2139655,0.0-17.0-5.0-4.0-1.6,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>110</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,552,2140548,0.0-17.0-5.0-4.0-0.7,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,892.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowleft,,,,True,2.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,120.0,110.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,553,2141551,0.0-17.0-5.0-4.0-1.7,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>110</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,554,2142092,0.0-17.0-5.0-4.0-0.8,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,540.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,True,2.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,120.0,120.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,555,2143097,0.0-17.0-5.0-4.0-1.8,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>120</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,556,2143684,0.0-17.0-5.0-4.0-0.9,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,587.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowleft,,,,True,2.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,120.0,110.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,557,2144688,0.0-17.0-5.0-4.0-1.9,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>110</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,558,2145091,0.0-17.0-5.0-4.0-0.10,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,403.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,True,2.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,120.0,120.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,559,2146107,0.0-17.0-5.0-4.0-1.10,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>120</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,560,2146604,0.0-17.0-5.0-4.0-0.11,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,495.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,True,2.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,120.0,120.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,561,2147608,0.0-17.0-5.0-4.0-1.11,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>120</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,562,2147955,0.0-17.0-5.0-4.0-0.12,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,348.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,True,2.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,120.0,120.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,563,2148958,0.0-17.0-5.0-4.0-1.12,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>120</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,564,2149275,0.0-17.0-5.0-4.0-0.13,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,317.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,True,2.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,120.0,120.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,565,2150276,0.0-17.0-5.0-4.0-1.13,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>120</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,566,2150580,0.0-17.0-5.0-4.0-0.14,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,302.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowleft,,,,True,2.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,120.0,110.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,567,2151580,0.0-17.0-5.0-4.0-1.14,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>110</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,568,2151899,0.0-17.0-5.0-4.0-0.15,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,319.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,True,2.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,120.0,120.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,569,2152904,0.0-17.0-5.0-4.0-1.15,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>120</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,570,2153267,0.0-17.0-5.0-4.0-0.16,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,362.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,True,2.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,120.0,120.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,571,2154294,0.0-17.0-5.0-4.0-1.16,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>120</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,572,2154715,0.0-17.0-5.0-4.0-0.17,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,420.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,True,2.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,120.0,120.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,573,2155717,0.0-17.0-5.0-4.0-1.17,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>120</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,574,2156219,0.0-17.0-5.0-4.0-0.18,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,501.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,True,2.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,120.0,120.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,575,2157221,0.0-17.0-5.0-4.0-1.18,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>120</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,576,2157699,0.0-17.0-5.0-4.0-0.19,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,477.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowleft,,,,True,2.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,120.0,130.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,577,2158704,0.0-17.0-5.0-4.0-1.19,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>130</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,578,2172267,0.0-17.0-5.0-5.0-0.0-0.0,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,13563.0,,,,,,,,,,,,leapfrog_pt_trial_interblock_question,,,,,,,,,,,,,,,,,,,False,637.0,,,{'prediction': '3'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,579,2175259,0.0-17.0-5.0-5.0-0.0-1.0,4MXqlRYjANDHSM003I2c,223301,3,osgaGbowxJewJJbkHuL2XlYtFy,ypNi3MSvwkyOskHHxcmCZhqp5v,2560.0,1440.0,,2991.0,,,,,,,,,,,,pt_trial_after_interblock,,,,,,,,,,,,,,,,,,,False,638.0,"<p>Now, please <b>place your right hand on the left and right arrow keys</b>.</p>
                            <p><i>Press the <b>spacebar</b> with your left hand whenever you are ready to continue!</i></p>",, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
